PURCHASEORDERID;ORDERDATE;PURCHASEORDERDETAILID;ORDERQTY;PRODUCTID
944;18/09/2013;2116;550;351
944;18/09/2013;2117;550;352
945;20/09/2013;2118;550;507
945;20/09/2013;2119;550;508
946;20/09/2013;2120;550;355
946;20/09/2013;2121;550;940
946;20/09/2013;2122;550;535
947;20/09/2013;2123;550;679
948;20/09/2013;2124;550;507
948;20/09/2013;2125;550;508
951;22/09/2013;2128;550;935
951;22/09/2013;2129;550;936
953;22/09/2013;2131;550;485
953;22/09/2013;2132;550;486
953;22/09/2013;2133;550;487
955;22/09/2013;2135;550;512
956;22/09/2013;2137;550;914
956;22/09/2013;2138;550;915
956;22/09/2013;2139;550;916
957;22/09/2013;2140;550;525
958;22/09/2013;2141;550;526
959;22/09/2013;2142;550;908
959;22/09/2013;2143;550;909
959;22/09/2013;2144;550;913
961;22/09/2013;2147;550;935
961;22/09/2013;2148;550;936
962;22/09/2013;2149;550;524
963;22/09/2013;2150;550;911
963;22/09/2013;2151;550;912
964;22/09/2013;2152;550;910
965;26/09/2013;2153;550;527
966;26/09/2013;2154;550;938
966;26/09/2013;2155;550;939
966;26/09/2013;2156;550;509
968;26/09/2013;2162;550;523
969;26/09/2013;2163;550;937
972;26/09/2013;2168;550;510
972;26/09/2013;2169;550;511
977;29/09/2013;2177;550;527
978;29/09/2013;2178;550;938
978;29/09/2013;2179;550;939
978;29/09/2013;2180;550;509
980;29/09/2013;2186;550;523
985;29/09/2013;2193;550;938
985;29/09/2013;2194;550;939
991;29/09/2013;2207;550;513
993;30/09/2013;2210;550;933
993;30/09/2013;2211;550;934
996;30/09/2013;2217;550;931
996;30/09/2013;2218;550;932
998;06/10/2013;2222;550;928
998;06/10/2013;2223;550;929
998;06/10/2013;2224;550;930
999;06/10/2013;2225;550;332
1000;06/10/2013;2226;550;948
1000;06/10/2013;2227;550;907
1001;06/10/2013;2228;1250;325
1001;06/10/2013;2229;1250;326
1003;06/10/2013;2232;550;930
1003;06/10/2013;2233;550;921
1005;06/10/2013;2235;550;933
1005;06/10/2013;2236;550;934
1005;06/10/2013;2237;550;922
1005;06/10/2013;2238;550;923
1006;06/10/2013;2239;550;317
1006;06/10/2013;2240;550;318
1006;06/10/2013;2241;550;319
1007;06/10/2013;2242;550;928
1007;06/10/2013;2243;550;929
1008;06/10/2013;2244;550;319
1013;10/10/2013;2254;550;938
1013;10/10/2013;2255;550;939
1019;10/10/2013;2296;550;513
1021;10/10/2013;2300;550;931
1021;10/10/2013;2301;550;932
1021;10/10/2013;2302;550;933
1021;10/10/2013;2303;550;934
1024;10/10/2013;2309;550;931
1024;10/10/2013;2310;550;932
1025;13/10/2013;2311;550;530
1027;13/10/2013;2313;550;512
1028;13/10/2013;2314;550;513
1029;13/10/2013;2315;550;317
1029;13/10/2013;2316;550;318
1029;13/10/2013;2317;550;319
1034;13/10/2013;2330;550;941
1039;13/10/2013;2337;550;523
1039;13/10/2013;2338;550;524
1041;14/10/2013;2340;550;910
1041;14/10/2013;2341;550;911
1041;14/10/2013;2342;550;912
1041;14/10/2013;2343;550;913
1043;14/10/2013;2345;550;679
1044;14/10/2013;2346;550;507
1044;14/10/2013;2347;550;508
1045;14/10/2013;2348;550;355
1045;14/10/2013;2349;550;940
1045;14/10/2013;2350;550;535
1046;14/10/2013;2351;550;351
1046;14/10/2013;2352;550;352
1046;14/10/2013;2353;550;679
1047;14/10/2013;2354;550;507
1047;14/10/2013;2355;550;508
1050;14/10/2013;2362;550;935
1050;14/10/2013;2363;550;936
1052;14/10/2013;2368;550;488
1052;14/10/2013;2369;550;489
1054;14/10/2013;2371;550;510
1054;14/10/2013;2372;550;511
1055;14/10/2013;2380;550;914
1055;14/10/2013;2381;550;915
1055;14/10/2013;2382;550;916
1056;14/10/2013;2383;550;525
1058;15/10/2013;2390;550;928
1058;15/10/2013;2391;550;929
1058;15/10/2013;2392;550;930
1059;15/10/2013;2393;550;332
1060;15/10/2013;2394;550;948
1060;15/10/2013;2395;550;907
1061;15/10/2013;2396;1250;325
1061;15/10/2013;2397;1250;326
1063;15/10/2013;2399;550;930
1063;15/10/2013;2400;550;921
1065;20/10/2013;2402;550;526
1066;20/10/2013;2403;550;908
1066;20/10/2013;2404;550;909
1066;20/10/2013;2405;550;913
1068;20/10/2013;2408;550;935
1068;20/10/2013;2409;550;936
1069;20/10/2013;2410;550;524
1070;20/10/2013;2411;550;911
1070;20/10/2013;2412;550;912
1071;20/10/2013;2413;550;910
1072;20/10/2013;2414;550;937
1075;20/10/2013;2419;550;510
1075;20/10/2013;2420;550;511
1076;20/10/2013;2421;550;527
1077;20/10/2013;2422;550;938
1077;20/10/2013;2423;550;939
1077;20/10/2013;2424;550;509
1079;20/10/2013;2430;550;523
1081;21/10/2013;2434;550;933
1081;21/10/2013;2435;550;934
1081;21/10/2013;2436;550;922
1081;21/10/2013;2437;550;923
1082;21/10/2013;2438;550;317
1082;21/10/2013;2439;550;318
1083;21/10/2013;2440;550;928
1083;21/10/2013;2441;550;929
1084;21/10/2013;2442;550;319
1089;30/10/2013;2459;550;530
1091;30/10/2013;2461;550;512
1092;30/10/2013;2462;550;513
1093;06/11/2013;2463;550;317
1093;06/11/2013;2464;550;318
1093;06/11/2013;2465;550;319
1098;06/11/2013;2480;550;941
1103;07/11/2013;2487;550;523
1103;07/11/2013;2488;550;524
1105;07/11/2013;2491;550;914
1105;07/11/2013;2492;550;915
1105;07/11/2013;2493;550;916
1107;07/11/2013;2495;550;351
1107;07/11/2013;2496;550;352
1107;07/11/2013;2497;550;679
1108;07/11/2013;2498;550;507
1108;07/11/2013;2499;550;508
1109;07/11/2013;2500;550;355
1109;07/11/2013;2501;550;940
1109;07/11/2013;2502;550;535
1110;07/11/2013;2503;550;351
1110;07/11/2013;2504;550;352
1110;07/11/2013;2505;550;679
1111;07/11/2013;2506;550;507
1111;07/11/2013;2507;550;508
1114;07/11/2013;2512;550;935
1114;07/11/2013;2513;550;936
1116;07/11/2013;2533;550;476
1116;07/11/2013;2534;550;477
1116;07/11/2013;2535;550;478
1116;07/11/2013;2536;550;479
1118;08/11/2013;2538;550;512
1120;08/11/2013;2544;550;525
1121;08/11/2013;2545;550;526
1122;08/11/2013;2546;550;908
1122;08/11/2013;2547;550;909
1124;08/11/2013;2550;550;935
1124;08/11/2013;2551;550;936
1125;08/11/2013;2552;550;524
1126;08/11/2013;2553;550;911
1126;08/11/2013;2554;550;912
1127;08/11/2013;2555;550;910
1128;08/11/2013;2556;550;937
1131;08/11/2013;2563;550;510
1131;08/11/2013;2564;550;511
1132;08/11/2013;2565;550;527
1133;11/11/2013;2566;550;938
1133;11/11/2013;2567;550;939
1133;11/11/2013;2568;550;509
1135;11/11/2013;2571;550;523
1140;11/11/2013;2580;550;938
1140;11/11/2013;2581;550;939
1146;11/11/2013;2590;550;513
1148;11/11/2013;2596;550;931
1148;11/11/2013;2597;550;932
1148;11/11/2013;2598;550;933
1148;11/11/2013;2599;550;934
1151;12/11/2013;2608;550;931
1151;12/11/2013;2609;550;932
1153;12/11/2013;2612;550;928
1153;12/11/2013;2613;550;929
1153;12/11/2013;2614;550;930
1154;12/11/2013;2615;550;332
1155;12/11/2013;2616;550;948
1155;12/11/2013;2617;550;907
1156;12/11/2013;2618;1250;325
1156;12/11/2013;2619;1250;326
1158;12/11/2013;2623;550;930
1158;12/11/2013;2624;550;921
1160;12/11/2013;2626;550;933
1160;12/11/2013;2627;550;934
1160;12/11/2013;2628;550;922
1161;12/11/2013;2629;550;319
1162;12/11/2013;2630;550;928
1162;12/11/2013;2631;550;929
1163;12/11/2013;2632;550;319
1168;13/11/2013;2643;550;530
1170;13/11/2013;2645;550;512
1171;13/11/2013;2646;550;513
1172;13/11/2013;2647;550;317
1172;13/11/2013;2648;550;318
1177;15/11/2013;2661;550;941
1182;15/11/2013;2668;550;523
1182;15/11/2013;2669;550;524
1184;15/11/2013;2673;550;908
1184;15/11/2013;2674;550;909
1186;15/11/2013;2676;550;351
1186;15/11/2013;2677;550;352
1186;15/11/2013;2678;550;679
1187;15/11/2013;2679;550;507
1187;15/11/2013;2680;550;508
1188;15/11/2013;2681;550;355
1188;15/11/2013;2682;550;940
1188;15/11/2013;2683;550;535
1189;18/11/2013;2684;550;351
1189;18/11/2013;2685;550;352
1189;18/11/2013;2686;550;679
1190;18/11/2013;2687;550;507
1190;18/11/2013;2688;550;508
1193;18/11/2013;2691;550;935
1193;18/11/2013;2692;550;936
1195;18/11/2013;2695;550;480
1195;18/11/2013;2696;550;481
1195;18/11/2013;2697;550;482
1195;18/11/2013;2698;550;483
1195;18/11/2013;2699;550;484
1195;18/11/2013;2700;550;485
1195;18/11/2013;2701;550;486
1195;18/11/2013;2702;550;487
1195;18/11/2013;2703;550;488
1195;18/11/2013;2704;550;489
1197;18/11/2013;2706;550;510
1197;18/11/2013;2707;550;511
1197;18/11/2013;2708;550;512
1198;18/11/2013;2711;550;914
1198;18/11/2013;2712;550;915
1198;18/11/2013;2713;550;916
1199;18/11/2013;2714;550;525
1200;18/11/2013;2715;550;526
1201;19/11/2013;2716;550;913
1203;19/11/2013;2719;550;935
1203;19/11/2013;2720;550;936
1204;19/11/2013;2721;550;524
1205;20/11/2013;2722;550;911
1205;20/11/2013;2723;550;912
1206;20/11/2013;2724;550;910
1207;20/11/2013;2725;550;937
1210;20/11/2013;2732;550;510
1210;20/11/2013;2733;550;511
1211;20/11/2013;2734;550;527
1212;20/11/2013;2735;550;938
1212;20/11/2013;2736;550;939
1214;20/11/2013;2740;550;523
1219;20/11/2013;2754;550;938
1219;20/11/2013;2755;550;939
1225;22/11/2013;2767;550;513
1227;22/11/2013;2772;550;931
1227;22/11/2013;2773;550;932
1227;22/11/2013;2774;550;933
1227;22/11/2013;2775;550;934
1230;22/11/2013;2780;550;931
1230;22/11/2013;2781;550;932
1232;22/11/2013;2783;550;928
1232;22/11/2013;2784;550;929
1233;22/11/2013;2785;550;332
1234;22/11/2013;2786;550;948
1234;22/11/2013;2787;550;907
1235;22/11/2013;2788;1250;325
1235;22/11/2013;2789;1250;326
1237;22/11/2013;2793;550;930
1237;22/11/2013;2794;550;921
1239;22/11/2013;2796;550;923
1240;22/11/2013;2797;550;317
1240;22/11/2013;2798;550;318
1240;22/11/2013;2799;550;319
1241;25/11/2013;2800;550;928
1241;25/11/2013;2801;550;929
1242;25/11/2013;2802;550;319
1247;25/11/2013;2811;550;530
1249;25/11/2013;2813;550;512
1250;25/11/2013;2814;550;513
1251;25/11/2013;2815;550;319
1256;25/11/2013;2847;550;941
1261;26/11/2013;2854;550;523
1261;26/11/2013;2855;550;524
1263;26/11/2013;2858;550;910
1263;26/11/2013;2859;550;911
1263;26/11/2013;2860;550;912
1265;27/11/2013;2862;550;351
1265;27/11/2013;2863;550;352
1265;27/11/2013;2864;550;679
1266;27/11/2013;2865;550;507
1266;27/11/2013;2866;550;508
1267;27/11/2013;2867;550;355
1267;27/11/2013;2868;550;940
1267;27/11/2013;2869;550;535
1268;27/11/2013;2870;550;351
1268;27/11/2013;2871;550;352
1268;27/11/2013;2872;550;679
1269;27/11/2013;2873;550;507
1269;27/11/2013;2874;550;508
1272;27/11/2013;2880;550;935
1272;27/11/2013;2881;550;936
1274;27/11/2013;2885;550;476
1274;27/11/2013;2886;550;477
1276;27/11/2013;2888;550;510
1276;27/11/2013;2889;550;511
1276;27/11/2013;2890;550;512
1278;27/11/2013;2897;550;525
1279;27/11/2013;2898;550;526
1280;27/11/2013;2899;550;908
1280;27/11/2013;2900;550;909
1280;27/11/2013;2901;550;913
1282;28/11/2013;2904;550;935
1282;28/11/2013;2905;550;936
1283;28/11/2013;2906;550;524
1284;28/11/2013;2907;550;911
1284;28/11/2013;2908;550;912
1285;28/11/2013;2909;550;910
1286;28/11/2013;2910;550;937
1289;28/11/2013;2918;550;510
1289;28/11/2013;2919;550;511
1290;28/11/2013;2920;550;527
1291;28/11/2013;2921;550;509
1293;28/11/2013;2924;550;523
1298;29/11/2013;2931;550;938
1298;29/11/2013;2932;550;939
1304;29/11/2013;2942;550;513
1306;29/11/2013;2958;550;931
1306;29/11/2013;2959;550;932
1306;29/11/2013;2960;550;933
1306;29/11/2013;2961;550;934
1309;29/11/2013;2973;550;931
1309;29/11/2013;2974;550;932
1311;29/11/2013;2978;550;930
1312;29/11/2013;2979;550;332
1313;02/12/2013;2980;550;948
1313;02/12/2013;2981;550;907
1314;02/12/2013;2982;1250;325
1314;02/12/2013;2983;1250;326
1316;02/12/2013;2987;550;930
1316;02/12/2013;2988;550;921
1318;02/12/2013;2990;550;933
1318;02/12/2013;2991;550;934
1318;02/12/2013;2992;550;922
1318;02/12/2013;2993;550;923
1319;02/12/2013;2994;550;317
1319;02/12/2013;2995;550;318
1319;02/12/2013;2996;550;319
1320;02/12/2013;2997;550;928
1320;02/12/2013;2998;550;929
1321;03/12/2013;2999;550;319
1326;04/12/2013;3020;550;530
1328;04/12/2013;3022;550;512
1329;04/12/2013;3023;550;513
1330;04/12/2013;3024;550;317
1330;04/12/2013;3025;550;318
1330;04/12/2013;3026;550;319
1335;04/12/2013;3036;550;941
1340;04/12/2013;3043;550;523
1340;04/12/2013;3044;550;524
1342;05/12/2013;3048;550;913
1342;05/12/2013;3049;550;914
1344;05/12/2013;3051;550;351
1344;05/12/2013;3052;550;352
1345;05/12/2013;3053;550;507
1345;05/12/2013;3054;550;508
1346;05/12/2013;3055;550;355
1346;05/12/2013;3056;550;940
1346;05/12/2013;3057;550;535
1347;05/12/2013;3058;550;351
1347;05/12/2013;3059;550;352
1347;05/12/2013;3060;550;679
1348;05/12/2013;3061;550;507
1348;05/12/2013;3062;550;508
1351;05/12/2013;3067;550;935
1351;05/12/2013;3068;550;936
1353;05/12/2013;3071;550;478
1353;05/12/2013;3072;550;479
1353;05/12/2013;3073;550;480
1355;05/12/2013;3075;550;510
1355;05/12/2013;3076;550;511
1355;05/12/2013;3077;550;512
1356;05/12/2013;3079;550;914
1356;05/12/2013;3080;550;915
1356;05/12/2013;3081;550;916
1357;06/12/2013;3082;550;525
1358;06/12/2013;3083;550;526
1359;06/12/2013;3084;550;908
1359;06/12/2013;3085;550;909
1359;06/12/2013;3086;550;913
1361;06/12/2013;3089;550;935
1361;06/12/2013;3090;550;936
1362;06/12/2013;3091;550;524
1363;06/12/2013;3092;550;911
1363;06/12/2013;3093;550;912
1364;06/12/2013;3094;550;910
1365;06/12/2013;3095;550;937
1368;06/12/2013;3101;550;510
1368;06/12/2013;3102;550;511
1369;06/12/2013;3103;550;527
1370;06/12/2013;3104;550;938
1370;06/12/2013;3105;550;939
1370;06/12/2013;3106;550;509
1372;06/12/2013;3110;550;523
1377;09/12/2013;3118;550;938
1377;09/12/2013;3119;550;939
1383;09/12/2013;3133;550;513
1385;09/12/2013;3136;550;931
1385;09/12/2013;3137;550;932
1385;09/12/2013;3138;550;933
1385;09/12/2013;3139;550;934
1388;09/12/2013;3148;550;931
1388;09/12/2013;3149;550;932
1390;11/12/2013;3155;550;928
1390;11/12/2013;3156;550;929
1390;11/12/2013;3157;550;930
1391;11/12/2013;3158;550;332
1392;11/12/2013;3159;550;948
1392;11/12/2013;3160;550;907
1393;11/12/2013;3161;1250;325
1393;11/12/2013;3162;1250;326
1395;11/12/2013;3165;550;930
1395;11/12/2013;3166;550;921
1397;11/12/2013;3168;550;933
1397;11/12/2013;3169;550;934
1397;11/12/2013;3170;550;922
1397;11/12/2013;3171;550;923
1398;11/12/2013;3172;550;317
1398;11/12/2013;3173;550;318
1398;11/12/2013;3174;550;319
1399;11/12/2013;3175;550;928
1399;11/12/2013;3176;550;929
1400;11/12/2013;3177;550;319
1405;12/12/2013;3186;550;530
1407;12/12/2013;3188;550;512
1408;12/12/2013;3189;550;513
1409;12/12/2013;3190;550;317
1409;12/12/2013;3191;550;318
1409;12/12/2013;3192;550;319
1414;12/12/2013;3205;550;941
1419;13/12/2013;3212;550;523
1419;13/12/2013;3213;550;524
1421;13/12/2013;3217;550;915
1421;13/12/2013;3218;550;916
1423;13/12/2013;3220;550;679
1424;13/12/2013;3221;550;507
1424;13/12/2013;3222;550;508
1425;13/12/2013;3223;550;355
1425;13/12/2013;3224;550;940
1425;13/12/2013;3225;550;535
1426;13/12/2013;3226;550;351
1426;13/12/2013;3227;550;352
1426;13/12/2013;3228;550;679
1427;13/12/2013;3229;550;507
1427;13/12/2013;3230;550;508
1430;13/12/2013;3234;550;935
1430;13/12/2013;3235;550;936
1432;13/12/2013;3240;550;481
1432;13/12/2013;3241;550;482
1434;14/12/2013;3243;550;510
1434;14/12/2013;3244;550;511
1435;14/12/2013;3252;550;914
1435;14/12/2013;3253;550;915
1435;14/12/2013;3254;550;916
1436;14/12/2013;3255;550;525
1437;17/12/2013;3256;550;526
1438;17/12/2013;3257;550;908
1438;17/12/2013;3258;550;909
1438;17/12/2013;3259;550;913
1440;17/12/2013;3262;550;935
1440;17/12/2013;3263;550;936
1441;17/12/2013;3264;550;524
1442;17/12/2013;3265;550;911
1442;17/12/2013;3266;550;912
1443;17/12/2013;3267;550;910
1444;17/12/2013;3268;550;937
1447;17/12/2013;3273;550;510
1447;17/12/2013;3274;550;511
1448;17/12/2013;3275;550;527
1449;17/12/2013;3276;550;938
1449;17/12/2013;3277;550;939
1449;17/12/2013;3278;550;509
1451;17/12/2013;3282;550;523
1456;18/12/2013;3289;550;938
1456;18/12/2013;3290;550;939
1462;18/12/2013;3303;550;513
1464;18/12/2013;3307;550;931
1464;18/12/2013;3308;550;932
1467;18/12/2013;3319;550;931
1467;18/12/2013;3320;550;932
1469;19/12/2013;3322;550;928
1469;19/12/2013;3323;550;929
1469;19/12/2013;3324;550;930
1470;19/12/2013;3325;550;332
1471;19/12/2013;3326;550;948
1471;19/12/2013;3327;550;907
1472;19/12/2013;3328;1250;325
1472;19/12/2013;3329;1250;326
1474;19/12/2013;3331;550;930
1474;19/12/2013;3332;550;921
1476;19/12/2013;3334;550;933
1476;19/12/2013;3335;550;934
1476;19/12/2013;3336;550;922
1476;19/12/2013;3337;550;923
1477;19/12/2013;3338;550;317
1477;19/12/2013;3339;550;318
1477;19/12/2013;3340;550;319
1478;19/12/2013;3341;550;928
1478;19/12/2013;3342;550;929
1479;19/12/2013;3343;550;319
1484;19/12/2013;3352;550;530
1486;20/12/2013;3354;550;512
1487;20/12/2013;3355;550;513
1488;20/12/2013;3356;550;317
1488;20/12/2013;3357;550;318
1488;20/12/2013;3358;550;319
1493;20/12/2013;3370;550;941
1498;20/12/2013;3376;550;523
1498;20/12/2013;3377;550;524
1500;20/12/2013;3380;550;908
1500;20/12/2013;3381;550;909
1500;20/12/2013;3382;550;910
1502;23/12/2013;3384;550;351
1502;23/12/2013;3385;550;352
1503;23/12/2013;3386;550;507
1503;23/12/2013;3387;550;508
1504;23/12/2013;3388;550;355
1504;23/12/2013;3389;550;940
1505;23/12/2013;3390;550;351
1505;23/12/2013;3391;550;352
1505;23/12/2013;3392;550;679
1506;23/12/2013;3393;550;507
1506;23/12/2013;3394;550;508
1509;23/12/2013;3401;550;935
1509;23/12/2013;3402;550;936
1511;23/12/2013;3406;550;483
1511;23/12/2013;3407;550;484
1511;23/12/2013;3408;550;485
1511;23/12/2013;3409;550;486
1513;23/12/2013;3411;550;512
1515;23/12/2013;3414;550;525
1516;23/12/2013;3415;550;526
1517;24/12/2013;3416;550;908
1517;24/12/2013;3417;550;909
1517;24/12/2013;3418;550;913
1519;24/12/2013;3421;550;935
1519;24/12/2013;3422;550;936
1520;24/12/2013;3423;550;524
1521;24/12/2013;3424;550;911
1521;24/12/2013;3425;550;912
1522;24/12/2013;3426;550;910
1523;24/12/2013;3427;550;937
1526;24/12/2013;3431;550;510
1526;24/12/2013;3432;550;511
1527;24/12/2013;3433;550;527
1528;24/12/2013;3434;550;938
1528;24/12/2013;3435;550;939
1528;24/12/2013;3436;550;509
1530;24/12/2013;3439;550;523
1535;25/12/2013;3448;550;938
1535;25/12/2013;3449;550;939
1541;25/12/2013;3465;550;513
1543;25/12/2013;3468;550;933
1543;25/12/2013;3469;550;934
1546;26/12/2013;3477;550;931
1546;26/12/2013;3478;550;932
1548;26/12/2013;3485;550;928
1548;26/12/2013;3486;550;929
1548;26/12/2013;3487;550;930
1549;26/12/2013;3488;550;332
1550;26/12/2013;3489;550;948
1550;26/12/2013;3490;550;907
1551;26/12/2013;3491;1250;325
1551;26/12/2013;3492;1250;326
1553;26/12/2013;3495;550;930
1553;26/12/2013;3496;550;921
1555;26/12/2013;3498;550;933
1555;26/12/2013;3499;550;934
1555;26/12/2013;3500;550;922
1555;26/12/2013;3501;550;923
1556;26/12/2013;3502;550;317
1556;26/12/2013;3503;550;318
1556;26/12/2013;3504;550;319
1557;30/12/2013;3505;550;928
1557;30/12/2013;3506;550;929
1558;30/12/2013;3507;550;319
1563;30/12/2013;3514;550;530
1565;30/12/2013;3516;550;512
1566;30/12/2013;3517;550;513
1567;30/12/2013;3518;550;317
1567;30/12/2013;3519;550;318
1567;30/12/2013;3520;550;319
1572;30/12/2013;3535;550;941
1577;31/12/2013;3540;550;523
1577;31/12/2013;3541;550;524
1579;31/12/2013;3547;550;911
1579;31/12/2013;3548;550;912
1579;31/12/2013;3549;550;913
1579;31/12/2013;3550;550;914
1579;31/12/2013;3551;550;915
1581;31/12/2013;3553;550;679
1582;31/12/2013;3554;550;507
1582;31/12/2013;3555;550;508
1583;31/12/2013;3556;550;535
1584;31/12/2013;3557;550;351
1584;31/12/2013;3558;550;352
1585;01/01/2014;3559;550;507
1585;01/01/2014;3560;550;508
1588;01/01/2014;3566;550;935
1588;01/01/2014;3567;550;936
1590;01/01/2014;3573;550;487
1590;01/01/2014;3574;550;488
1590;01/01/2014;3575;550;489
1592;01/01/2014;3577;550;510
1592;01/01/2014;3578;550;511
1594;01/01/2014;3582;550;525
1595;01/01/2014;3583;550;526
1596;01/01/2014;3584;550;908
1596;01/01/2014;3585;550;909
1596;01/01/2014;3586;550;913
1598;01/01/2014;3589;550;935
1598;01/01/2014;3590;550;936
1599;01/01/2014;3591;550;524
1600;01/01/2014;3592;550;911
1600;01/01/2014;3593;550;912
1601;02/01/2014;3594;550;910
1602;02/01/2014;3595;550;937
1605;02/01/2014;3600;550;510
1605;02/01/2014;3601;550;511
1606;02/01/2014;3602;550;527
1607;02/01/2014;3603;550;938
1607;02/01/2014;3604;550;939
1607;02/01/2014;3605;550;509
1609;02/01/2014;3611;550;523
1614;02/01/2014;3619;550;938
1614;02/01/2014;3620;550;939
1620;03/01/2014;3634;550;513
1622;03/01/2014;3639;550;931
1622;03/01/2014;3640;550;932
1625;03/01/2014;3646;550;931
1625;03/01/2014;3647;550;932
1627;03/01/2014;3651;550;928
1627;03/01/2014;3652;550;929
1627;03/01/2014;3653;550;930
1628;03/01/2014;3654;550;332
1629;03/01/2014;3655;550;948
1629;03/01/2014;3656;550;907
1630;03/01/2014;3657;1250;325
1630;03/01/2014;3658;1250;326
1632;03/01/2014;3660;550;930
1632;03/01/2014;3661;550;921
1634;06/01/2014;3663;550;933
1634;06/01/2014;3664;550;934
1635;06/01/2014;3665;550;317
1635;06/01/2014;3666;550;318
1635;06/01/2014;3667;550;319
1636;06/01/2014;3668;550;928
1636;06/01/2014;3669;550;929
1637;06/01/2014;3670;550;319
1642;06/01/2014;3682;550;530
1644;06/01/2014;3684;550;512
1645;06/01/2014;3685;550;513
1646;06/01/2014;3686;550;317
1646;06/01/2014;3687;550;318
1646;06/01/2014;3688;550;319
1651;08/01/2014;3702;550;941
1656;08/01/2014;3708;550;523
1656;08/01/2014;3709;550;524
1658;08/01/2014;3715;550;916
1660;08/01/2014;3717;550;351
1660;08/01/2014;3718;550;352
1660;08/01/2014;3719;550;679
1661;08/01/2014;3720;550;507
1661;08/01/2014;3721;550;508
1662;08/01/2014;3722;550;355
1662;08/01/2014;3723;550;940
1663;08/01/2014;3724;550;679
1664;08/01/2014;3725;550;507
1664;08/01/2014;3726;550;508
1667;09/01/2014;3732;550;935
1667;09/01/2014;3733;550;936
1669;09/01/2014;3738;550;476
1669;09/01/2014;3739;550;477
1669;09/01/2014;3740;550;478
1669;09/01/2014;3741;550;479
1669;09/01/2014;3742;550;480
1671;09/01/2014;3744;550;512
1673;09/01/2014;3747;550;525
1674;09/01/2014;3748;550;526
1675;09/01/2014;3749;550;908
1675;09/01/2014;3750;550;909
1675;09/01/2014;3751;550;913
1677;09/01/2014;3754;550;935
1677;09/01/2014;3755;550;936
1678;09/01/2014;3756;550;524
1679;09/01/2014;3757;550;911
1679;09/01/2014;3758;550;912
1680;09/01/2014;3759;550;910
1681;10/01/2014;3760;550;937
1684;10/01/2014;3764;550;510
1684;10/01/2014;3765;550;511
1685;10/01/2014;3766;550;527
1686;10/01/2014;3767;550;938
1686;10/01/2014;3768;550;939
1686;10/01/2014;3769;550;509
1688;10/01/2014;3775;550;523
1693;10/01/2014;3782;550;938
1693;10/01/2014;3783;550;939
1699;15/01/2014;3795;550;513
1701;15/01/2014;3799;550;933
1701;15/01/2014;3800;550;934
1704;15/01/2014;3806;550;931
1704;15/01/2014;3807;550;932
1706;15/01/2014;3817;550;928
1706;15/01/2014;3818;550;929
1706;15/01/2014;3819;550;930
1707;15/01/2014;3820;550;332
1708;15/01/2014;3821;550;948
1708;15/01/2014;3822;550;907
1709;15/01/2014;3823;1250;325
1709;15/01/2014;3824;1250;326
1711;15/01/2014;3828;550;930
1711;15/01/2014;3829;550;921
1713;16/01/2014;3831;550;922
1713;16/01/2014;3832;550;923
1714;16/01/2014;3833;550;317
1714;16/01/2014;3834;550;318
1715;16/01/2014;3835;550;928
1715;16/01/2014;3836;550;929
1716;16/01/2014;3837;550;319
1721;16/01/2014;3849;550;530
1723;16/01/2014;3851;550;512
1724;16/01/2014;3852;550;513
1725;16/01/2014;3853;550;317
1725;16/01/2014;3854;550;318
1725;16/01/2014;3855;550;319
1730;17/01/2014;3874;550;941
1735;17/01/2014;3879;550;523
1735;17/01/2014;3880;550;524
1737;17/01/2014;3885;550;908
1737;17/01/2014;3886;550;909
1737;17/01/2014;3887;550;910
1737;17/01/2014;3888;550;911
1737;17/01/2014;3889;550;912
1737;17/01/2014;3890;550;913
1739;17/01/2014;3892;550;351
1739;17/01/2014;3893;550;352
1739;17/01/2014;3894;550;679
1740;17/01/2014;3895;550;507
1740;17/01/2014;3896;550;508
1741;17/01/2014;3897;550;535
1742;17/01/2014;3898;550;351
1742;17/01/2014;3899;550;352
1743;17/01/2014;3900;550;507
1743;17/01/2014;3901;550;508
1746;20/01/2014;3908;550;935
1746;20/01/2014;3909;550;936
1748;20/01/2014;3916;550;481
1748;20/01/2014;3917;550;482
1748;20/01/2014;3918;550;483
1748;20/01/2014;3919;550;484
1748;20/01/2014;3920;550;485
1750;20/01/2014;3922;550;510
1750;20/01/2014;3923;550;511
1750;20/01/2014;3924;550;512
1751;20/01/2014;3925;550;914
1751;20/01/2014;3926;550;915
1751;20/01/2014;3927;550;916
1752;20/01/2014;3928;550;525
1753;20/01/2014;3929;550;526
1754;20/01/2014;3930;550;908
1754;20/01/2014;3931;550;909
1756;20/01/2014;3934;550;935
1756;20/01/2014;3935;550;936
1757;20/01/2014;3936;550;524
1758;20/01/2014;3937;550;911
1758;20/01/2014;3938;550;912
1759;20/01/2014;3939;550;910
1760;20/01/2014;3940;550;937
1763;21/01/2014;3946;550;510
1763;21/01/2014;3947;550;511
1764;21/01/2014;3948;550;527
1765;21/01/2014;3949;550;938
1765;21/01/2014;3950;550;939
1765;21/01/2014;3951;550;509
1767;21/01/2014;3956;550;523
1772;21/01/2014;3966;550;938
1772;21/01/2014;3967;550;939
1778;22/01/2014;3978;550;513
1780;22/01/2014;3984;550;931
1780;22/01/2014;3985;550;932
