purchaseorderid;revisionnumber;status;employeeid;vendorid;shipmethodid;orderdate              ;shipdate               ;subtotal  ;taxamt   ;freight  ;modifieddate           
710;4;4;260;1570;2;27/08/2013;05/09/2013;50860,43;4068,83;1271,5106;05/09/2013
711;4;4;258;1516;1;27/08/2013;05/09/2013;454,86;36,39;11,3715;05/09/2013
712;4;4;254;1506;5;27/08/2013;05/09/2013;43878,45;3510,28;1096,9613;05/09/2013
713;4;4;257;1626;2;27/08/2013;05/09/2013;7132,13;570,57;178,3031;05/09/2013
714;4;3;261;1542;2;27/08/2013;05/09/2013;28343,70;2267,50;708,5925;05/09/2013
715;4;4;251;1610;4;27/08/2013;05/09/2013;22516,73;1801,34;562,9181;05/09/2013
716;4;4;253;1638;5;27/08/2013;05/09/2013;34644,23;2771,54;866,1056;05/09/2013
717;4;4;252;1582;4;27/08/2013;05/09/2013;247,56;19,80;6,1890;05/09/2013
718;4;4;256;1510;5;27/08/2013;05/09/2013;143,04;11,44;3,5760;05/09/2013
719;4;4;259;1526;2;27/08/2013;05/09/2013;28199,33;2255,95;704,9831;05/09/2013
720;4;4;260;1644;1;27/08/2013;05/09/2013;3713,33;297,07;92,8331;05/09/2013
721;4;4;258;1680;4;28/08/2013;06/09/2013;19952,63;1596,21;498,8156;06/09/2013
722;4;4;254;1584;5;28/08/2013;06/09/2013;6540,66;523,25;163,5165;06/09/2013
723;4;4;257;1620;5;28/08/2013;06/09/2013;5711,48;456,92;142,7869;06/09/2013
724;4;3;261;1666;5;28/08/2013;06/09/2013;279,78;22,38;6,9946;06/09/2013
725;4;4;251;1592;2;28/08/2013;06/09/2013;97,97;7,84;2,4491;06/09/2013
726;4;4;253;1618;4;28/08/2013;06/09/2013;114,47;9,16;2,8618;06/09/2013
727;4;4;255;1612;4;28/08/2013;06/09/2013;132,65;10,61;3,3162;06/09/2013
728;4;4;252;1586;5;28/08/2013;06/09/2013;43878,45;3510,28;1096,9613;06/09/2013
729;4;4;259;1500;1;28/08/2013;06/09/2013;418,95;33,52;10,4738;06/09/2013
730;4;4;260;1656;4;28/08/2013;06/09/2013;366,35;29,31;9,1586;06/09/2013
731;4;4;258;1572;1;28/08/2013;06/09/2013;461,79;36,94;11,5448;06/09/2013
732;4;4;250;1562;4;28/08/2013;06/09/2013;272,44;21,80;6,8111;06/09/2013
733;4;4;257;1662;2;28/08/2013;06/09/2013;37,08;2,97;0,9269;06/09/2013
734;4;3;261;1682;4;28/08/2013;06/09/2013;21558,08;1724,65;538,9519;06/09/2013
735;4;4;251;1686;4;28/08/2013;06/09/2013;800,10;64,01;20,0025;06/09/2013
736;4;4;253;1684;5;28/08/2013;06/09/2013;86220,75;6897,66;2155,5188;06/09/2013
737;4;4;255;1534;4;29/08/2013;07/09/2013;235,90;18,87;5,8976;07/09/2013
738;4;4;256;1614;5;29/08/2013;07/09/2013;533,55;42,68;13,3387;07/09/2013
739;4;4;259;1588;5;29/08/2013;07/09/2013;40471,20;3237,70;1011,7800;07/09/2013
740;4;4;260;1622;4;29/08/2013;07/09/2013;389,66;31,17;9,7414;07/09/2013
741;4;4;258;1632;4;29/08/2013;07/09/2013;23671,73;1893,74;591,7931;07/09/2013
742;4;4;254;1608;5;29/08/2013;07/09/2013;5948,25;475,86;148,7063;07/09/2013
743;4;4;257;1576;5;29/08/2013;07/09/2013;91117,95;7289,44;2277,9488;07/09/2013
744;4;3;261;1590;1;29/08/2013;07/09/2013;525,00;42,00;13,1250;07/09/2013
745;6;4;251;1514;5;29/08/2013;07/09/2013;2003,68;160,29;50,0921;07/09/2013
746;4;4;253;1498;4;29/08/2013;07/09/2013;26455,28;2116,42;661,3819;07/09/2013
747;4;4;255;1674;2;29/08/2013;07/09/2013;944,37;75,55;23,6093;07/09/2013
748;4;4;256;1652;4;29/08/2013;07/09/2013;51588,08;4127,05;1289,7019;07/09/2013
749;4;4;259;1578;3;29/08/2013;07/09/2013;62843,55;5027,48;1571,0888;07/09/2013
750;4;4;250;1538;5;29/08/2013;07/09/2013;37843,58;3027,49;946,0894;07/09/2013
751;4;4;258;1556;4;29/08/2013;07/09/2013;25531,28;2042,50;638,2819;07/09/2013
752;4;4;254;1554;4;29/08/2013;07/09/2013;234,96;18,80;5,8740;07/09/2013
753;4;4;259;1600;1;30/08/2013;08/09/2013;1276,28;102,10;31,9069;08/09/2013
754;6;4;260;1522;1;30/08/2013;08/09/2013;2003,93;160,31;50,0981;08/09/2013
755;4;4;258;1570;2;30/08/2013;08/09/2013;50860,43;4068,83;1271,5106;08/09/2013
756;4;4;254;1516;1;30/08/2013;08/09/2013;454,86;36,39;11,3715;08/09/2013
757;4;4;257;1688;4;01/09/2013;10/09/2013;125,75;10,06;3,1437;10/09/2013
758;4;4;261;1580;5;01/09/2013;10/09/2013;150,79;12,06;3,7698;10/09/2013
759;4;4;251;1496;4;01/09/2013;10/09/2013;602,03;48,16;15,0507;10/09/2013
760;4;4;253;1494;2;01/09/2013;10/09/2013;8847,30;707,78;221,1825;10/09/2013
761;4;4;255;1650;5;01/09/2013;10/09/2013;171,08;13,69;4,2769;10/09/2013
762;4;4;256;1654;4;01/09/2013;10/09/2013;20397,30;1631,78;509,9325;10/09/2013
763;4;4;259;1664;3;01/09/2013;10/09/2013;14628,08;1170,25;365,7019;10/09/2013
764;4;4;260;1678;3;01/09/2013;10/09/2013;33350,63;2668,05;833,7656;10/09/2013
765;4;4;250;1616;5;01/09/2013;10/09/2013;2145,43;171,63;53,6358;10/09/2013
766;4;4;254;1492;4;01/09/2013;10/09/2013;234,96;18,80;5,8740;10/09/2013
767;4;4;257;1602;5;01/09/2013;10/09/2013;1525,23;122,02;38,1308;10/09/2013
768;4;4;261;1540;4;01/09/2013;10/09/2013;631,39;50,51;15,7847;10/09/2013
769;4;4;251;1628;5;01/09/2013;10/09/2013;34644,23;2771,54;866,1056;10/09/2013
770;4;4;253;1604;4;01/09/2013;10/09/2013;1839,51;147,16;45,9876;10/09/2013
771;4;4;255;1690;5;01/09/2013;10/09/2013;146,29;11,70;3,6572;10/09/2013
772;4;4;256;1566;5;01/09/2013;10/09/2013;102,56;8,21;2,5641;10/09/2013
773;4;4;259;1698;5;02/09/2013;11/09/2013;150,79;12,06;3,7698;11/09/2013
774;4;4;260;1560;5;02/09/2013;11/09/2013;13669,43;1093,55;341,7356;11/09/2013
775;4;4;258;1692;5;02/09/2013;11/09/2013;9948,33;795,87;248,7083;11/09/2013
776;4;4;254;1696;2;02/09/2013;11/09/2013;62462,40;4996,99;1561,5600;11/09/2013
777;4;4;257;1504;1;02/09/2013;11/09/2013;551,88;44,15;13,7970;11/09/2013
778;4;4;261;1544;1;02/09/2013;11/09/2013;6987,75;559,02;174,6938;11/09/2013
779;4;4;251;1530;2;02/09/2013;11/09/2013;28072,28;2245,78;701,8069;11/09/2013
780;4;4;253;1508;1;02/09/2013;11/09/2013;37312,28;2984,98;932,8069;11/09/2013
781;4;4;255;1694;1;02/09/2013;11/09/2013;7623,00;609,84;190,5750;11/09/2013
782;4;4;256;1624;2;02/09/2013;11/09/2013;28297,50;2263,80;707,4375;11/09/2013
783;5;4;252;1548;2;02/09/2013;11/09/2013;59,94;4,80;1,4986;11/09/2013
784;4;4;260;1598;4;02/09/2013;11/09/2013;240,72;19,26;6,0181;11/09/2013
785;4;4;258;1658;5;02/09/2013;11/09/2013;43878,45;3510,28;1096,9613;11/09/2013
786;4;4;254;1536;4;02/09/2013;11/09/2013;475,37;38,03;11,8842;11/09/2013
787;4;4;257;1568;2;02/09/2013;11/09/2013;42504,00;3400,32;1062,6000;11/09/2013
788;4;4;261;1648;5;02/09/2013;11/09/2013;142,41;11,39;3,5603;11/09/2013
789;4;4;250;1646;2;03/09/2013;12/09/2013;48030,68;3842,45;1200,7669;12/09/2013
790;4;4;253;1672;4;03/09/2013;12/09/2013;421,16;33,69;10,5289;12/09/2013
791;4;4;255;1600;1;03/09/2013;12/09/2013;1276,28;102,10;31,9069;12/09/2013
792;4;4;256;1522;1;03/09/2013;12/09/2013;2003,93;160,31;50,0981;12/09/2013
793;4;4;259;1570;2;03/09/2013;12/09/2013;50860,43;4068,83;1271,5106;12/09/2013
794;4;4;260;1516;1;03/09/2013;12/09/2013;454,86;36,39;11,3715;12/09/2013
795;4;4;258;1506;5;03/09/2013;12/09/2013;43878,45;3510,28;1096,9613;12/09/2013
796;4;4;254;1626;2;03/09/2013;12/09/2013;7132,13;570,57;178,3031;12/09/2013
797;5;4;252;1542;2;03/09/2013;12/09/2013;28343,70;2267,50;708,5925;12/09/2013
798;4;4;261;1610;4;03/09/2013;12/09/2013;22516,73;1801,34;562,9181;12/09/2013
799;4;4;251;1638;5;03/09/2013;12/09/2013;34644,23;2771,54;866,1056;12/09/2013
800;4;4;253;1582;5;03/09/2013;12/09/2013;427,93;34,23;10,6982;12/09/2013
801;4;4;255;1510;5;03/09/2013;12/09/2013;143,04;11,44;3,5760;12/09/2013
802;4;4;256;1526;2;03/09/2013;12/09/2013;28199,33;2255,95;704,9831;12/09/2013
803;4;4;259;1644;1;03/09/2013;12/09/2013;3713,33;297,07;92,8331;12/09/2013
804;4;4;260;1680;5;03/09/2013;12/09/2013;43878,45;3510,28;1096,9613;12/09/2013
805;4;4;258;1584;5;04/09/2013;13/09/2013;9799,65;783,97;244,9913;13/09/2013
806;4;4;254;1620;5;04/09/2013;13/09/2013;5711,48;456,92;142,7869;13/09/2013
807;4;4;257;1666;5;04/09/2013;13/09/2013;814,59;65,17;20,3648;13/09/2013
808;4;4;261;1592;2;04/09/2013;13/09/2013;97,97;7,84;2,4491;13/09/2013
809;4;4;251;1618;4;04/09/2013;13/09/2013;114,47;9,16;2,8618;13/09/2013
810;4;4;253;1612;4;04/09/2013;13/09/2013;132,65;10,61;3,3162;13/09/2013
811;4;4;255;1586;5;04/09/2013;13/09/2013;43878,45;3510,28;1096,9613;13/09/2013
812;4;4;256;1500;1;04/09/2013;13/09/2013;418,95;33,52;10,4738;13/09/2013
813;4;4;259;1656;4;04/09/2013;13/09/2013;347,45;27,80;8,6861;13/09/2013
814;4;4;260;1572;1;04/09/2013;13/09/2013;461,79;36,94;11,5448;13/09/2013
815;4;4;258;1562;4;04/09/2013;13/09/2013;1112,27;88,98;27,8066;13/09/2013
816;4;4;254;1662;2;04/09/2013;13/09/2013;37,08;2,97;0,9269;13/09/2013
817;4;4;257;1682;4;04/09/2013;13/09/2013;21558,08;1724,65;538,9519;13/09/2013
818;4;4;261;1686;4;04/09/2013;13/09/2013;624,30;49,94;15,6075;13/09/2013
819;4;4;251;1684;5;04/09/2013;13/09/2013;86220,75;6897,66;2155,5188;13/09/2013
820;4;4;253;1534;5;04/09/2013;13/09/2013;429,35;34,35;10,7336;13/09/2013
821;4;4;252;1614;5;05/09/2013;14/09/2013;564,83;45,19;14,1207;14/09/2013
822;4;4;256;1588;5;05/09/2013;14/09/2013;40471,20;3237,70;1011,7800;14/09/2013
823;4;4;259;1622;5;05/09/2013;14/09/2013;427,46;34,20;10,6864;14/09/2013
824;4;4;260;1632;5;05/09/2013;14/09/2013;38421,08;3073,69;960,5269;14/09/2013
825;4;4;258;1608;5;05/09/2013;14/09/2013;5948,25;475,86;148,7063;14/09/2013
826;4;4;254;1576;5;05/09/2013;14/09/2013;91117,95;7289,44;2277,9488;14/09/2013
827;4;4;257;1590;1;05/09/2013;14/09/2013;525,00;42,00;13,1250;14/09/2013
828;4;4;261;1514;5;05/09/2013;14/09/2013;2003,68;160,29;50,0921;14/09/2013
829;5;4;251;1498;4;05/09/2013;14/09/2013;26455,28;2116,42;661,3819;14/09/2013
830;4;4;253;1674;2;05/09/2013;14/09/2013;944,37;75,55;23,6093;14/09/2013
831;4;4;255;1652;4;05/09/2013;14/09/2013;51588,08;4127,05;1289,7019;14/09/2013
832;4;4;252;1578;3;05/09/2013;14/09/2013;36122,63;2889,81;903,0656;14/09/2013
833;4;4;259;1538;5;05/09/2013;14/09/2013;37843,58;3027,49;946,0894;14/09/2013
834;4;4;260;1556;4;05/09/2013;14/09/2013;25531,28;2042,50;638,2819;14/09/2013
835;4;4;258;1554;5;05/09/2013;14/09/2013;2061,71;164,94;51,5427;14/09/2013
836;4;4;250;1688;4;05/09/2013;14/09/2013;125,75;10,06;3,1437;14/09/2013
837;4;4;257;1506;5;06/09/2013;15/09/2013;43878,45;3510,28;1096,9613;15/09/2013
838;4;4;261;1626;2;06/09/2013;15/09/2013;7132,13;570,57;178,3031;15/09/2013
839;4;4;251;1542;2;06/09/2013;15/09/2013;28343,70;2267,50;708,5925;15/09/2013
840;4;4;253;1610;4;06/09/2013;15/09/2013;22516,73;1801,34;562,9181;15/09/2013
841;4;4;257;1580;5;08/09/2013;17/09/2013;150,79;12,06;3,7698;17/09/2013
842;4;4;261;1496;4;08/09/2013;17/09/2013;235,90;18,87;5,8976;17/09/2013
843;4;4;251;1494;2;08/09/2013;17/09/2013;8847,30;707,78;221,1825;17/09/2013
844;4;4;253;1650;5;08/09/2013;17/09/2013;171,08;13,69;4,2769;17/09/2013
845;7;4;255;1654;4;08/09/2013;17/09/2013;20397,30;1631,78;509,9325;17/09/2013
846;4;4;256;1664;3;08/09/2013;17/09/2013;14628,08;1170,25;365,7019;17/09/2013
847;4;4;259;1678;4;08/09/2013;17/09/2013;25334,93;2026,79;6331,0000;17/09/2013
848;4;4;260;1616;5;08/09/2013;17/09/2013;693,38;552,00;17,3345;17/09/2013
849;4;4;258;1492;5;08/09/2013;17/09/2013;694,17;55,53;17,3541;17/09/2013
850;4;4;254;1602;5;08/09/2013;17/09/2013;1796,04;143,68;44,9009;17/09/2013
851;4;4;257;1540;4;08/09/2013;17/09/2013;463,40;37,07;11,5849;17/09/2013
852;4;4;261;1628;5;08/09/2013;17/09/2013;34644,23;2771,54;866,1056;17/09/2013
853;4;4;251;1604;4;08/09/2013;17/09/2013;1839,51;147,16;45,9876;17/09/2013
854;4;4;253;1690;5;08/09/2013;17/09/2013;146,29;11,70;3,6572;17/09/2013
855;4;4;255;1566;5;08/09/2013;17/09/2013;102,56;8,21;2,5641;17/09/2013
856;4;4;256;1698;5;08/09/2013;17/09/2013;150,79;12,06;3,7698;17/09/2013
857;4;4;259;1560;5;09/09/2013;18/09/2013;13669,43;1093,55;341,7356;18/09/2013
858;4;4;250;1692;5;09/09/2013;18/09/2013;16393,23;1311,46;409,8308;18/09/2013
859;4;4;258;1696;5;09/09/2013;18/09/2013;39258,45;3140,68;981,4613;18/09/2013
860;4;4;254;1504;1;09/09/2013;18/09/2013;551,88;44,15;13,7970;18/09/2013
861;4;4;257;1544;1;09/09/2013;18/09/2013;6987,75;559,02;174,6938;18/09/2013
862;4;4;261;1530;2;09/09/2013;18/09/2013;28072,28;2245,78;701,8069;18/09/2013
863;4;4;251;1508;1;09/09/2013;18/09/2013;37312,28;2984,98;932,8069;18/09/2013
864;4;4;253;1694;1;09/09/2013;18/09/2013;4215,75;337,26;105,3938;18/09/2013
865;4;4;255;1624;2;09/09/2013;18/09/2013;28297,50;2263,80;707,4375;18/09/2013
866;4;4;256;1548;2;09/09/2013;18/09/2013;59,94;4,80;1,4986;18/09/2013
867;4;4;259;1598;4;09/09/2013;18/09/2013;697,41;55,79;17,4353;18/09/2013
868;4;4;260;1658;5;09/09/2013;18/09/2013;43878,45;3510,28;1096,9613;18/09/2013
869;4;4;250;1536;4;09/09/2013;18/09/2013;636,58;50,93;15,9146;18/09/2013
870;4;4;254;1568;1;09/09/2013;18/09/2013;13929,30;1114,34;348,2325;18/09/2013
871;5;4;257;1648;5;09/09/2013;18/09/2013;142,41;11,39;3,5603;18/09/2013
872;4;4;261;1646;2;09/09/2013;18/09/2013;28794,15;2303,53;719,8538;18/09/2013
873;4;4;251;1672;4;10/09/2013;19/09/2013;402,26;32,18;10,0564;19/09/2013
874;4;4;253;1600;1;10/09/2013;19/09/2013;1276,28;102,10;31,9069;19/09/2013
875;4;4;255;1522;1;10/09/2013;19/09/2013;2003,93;160,31;50,0981;19/09/2013
876;4;4;256;1570;2;10/09/2013;19/09/2013;50860,43;4068,83;1271,5106;19/09/2013
877;4;4;259;1516;1;10/09/2013;19/09/2013;454,86;36,39;11,3715;19/09/2013
878;4;4;260;1506;5;10/09/2013;19/09/2013;43878,45;3510,28;1096,9613;19/09/2013
879;4;4;258;1626;2;10/09/2013;19/09/2013;7132,13;570,57;178,3031;19/09/2013
880;4;4;254;1542;2;10/09/2013;19/09/2013;28343,70;2267,50;708,5925;19/09/2013
881;4;4;257;1610;4;10/09/2013;19/09/2013;22516,73;1801,34;562,9181;19/09/2013
882;4;4;261;1638;5;10/09/2013;19/09/2013;34644,23;2771,54;866,1056;19/09/2013
883;4;4;251;1582;4;10/09/2013;19/09/2013;409,03;32,72;10,2257;19/09/2013
884;4;4;253;1510;5;10/09/2013;19/09/2013;143,04;11,44;3,5760;19/09/2013
885;4;4;255;1526;2;10/09/2013;19/09/2013;28199,33;2255,95;704,9831;19/09/2013
886;4;4;256;1644;1;10/09/2013;19/09/2013;3713,33;297,07;92,8331;19/09/2013
887;4;4;252;1680;4;10/09/2013;19/09/2013;19952,63;1596,21;498,8156;19/09/2013
888;4;4;260;1584;5;10/09/2013;19/09/2013;16340,31;1307,22;408,5078;19/09/2013
889;4;4;258;1620;5;11/09/2013;20/09/2013;5711,48;456,92;142,7869;20/09/2013
890;5;4;254;1666;4;11/09/2013;20/09/2013;378,95;30,32;9,4736;20/09/2013
891;4;4;257;1592;2;11/09/2013;20/09/2013;97,97;7,84;2,4491;20/09/2013
892;4;4;261;1618;4;11/09/2013;20/09/2013;114,47;9,16;2,8618;20/09/2013
893;4;4;250;1612;4;11/09/2013;20/09/2013;132,65;10,61;3,3162;20/09/2013
894;4;4;253;1586;5;11/09/2013;20/09/2013;43878,45;3510,28;1096,9613;20/09/2013
895;4;4;255;1500;1;11/09/2013;20/09/2013;418,95;33,52;10,4738;20/09/2013
896;4;4;256;1656;5;11/09/2013;20/09/2013;564,20;45,14;14,1049;20/09/2013
897;4;4;259;1572;1;11/09/2013;20/09/2013;461,79;36,94;11,5448;20/09/2013
898;4;4;260;1562;4;11/09/2013;20/09/2013;630,38;50,43;15,7595;20/09/2013
899;4;4;258;1662;2;11/09/2013;20/09/2013;37,08;2,97;0,9269;20/09/2013
900;4;4;254;1682;4;11/09/2013;20/09/2013;21558,08;1724,65;538,9519;20/09/2013
901;4;4;252;1686;4;11/09/2013;20/09/2013;450,17;36,01;11,2542;20/09/2013
902;4;4;261;1684;5;11/09/2013;20/09/2013;41048,70;3283,90;1026,2175;20/09/2013
903;4;4;251;1534;4;11/09/2013;20/09/2013;410,45;32,84;10,2611;20/09/2013
904;4;4;253;1614;4;11/09/2013;20/09/2013;273,07;21,85;6,8268;20/09/2013
905;4;4;255;1638;5;12/09/2013;21/09/2013;34644,23;2771,54;866,1056;21/09/2013
906;4;4;256;1582;4;12/09/2013;21/09/2013;513,80;41,10;12,8449;21/09/2013
907;4;4;252;1510;5;12/09/2013;21/09/2013;143,04;11,44;3,5760;21/09/2013
908;4;4;260;1526;2;12/09/2013;21/09/2013;28199,33;2255,95;704,9831;21/09/2013
909;4;4;255;1588;5;15/09/2013;24/09/2013;40471,20;3237,70;1011,7800;24/09/2013
910;4;4;256;1622;4;15/09/2013;24/09/2013;408,56;32,68;10,2139;24/09/2013
911;4;4;259;1632;4;15/09/2013;24/09/2013;23671,73;1893,74;591,7931;24/09/2013
912;5;4;260;1608;5;15/09/2013;24/09/2013;5948,25;475,86;148,7063;24/09/2013
913;5;4;258;1576;5;15/09/2013;24/09/2013;91117,95;7289,44;2277,9488;24/09/2013
914;4;4;254;1590;1;15/09/2013;24/09/2013;525,00;42,00;13,1250;24/09/2013
915;4;4;257;1514;5;15/09/2013;24/09/2013;2003,68;160,29;50,0921;24/09/2013
916;4;4;261;1498;4;15/09/2013;24/09/2013;26455,28;2116,42;661,3819;24/09/2013
917;4;4;251;1674;2;15/09/2013;24/09/2013;944,37;75,55;23,6093;24/09/2013
918;4;4;253;1652;4;15/09/2013;24/09/2013;51588,08;4127,05;1289,7019;24/09/2013
919;4;4;255;1578;5;15/09/2013;24/09/2013;26720,93;2137,67;668,0231;24/09/2013
920;4;4;256;1538;5;15/09/2013;24/09/2013;37843,58;3027,49;946,0894;24/09/2013
921;4;4;259;1556;4;15/09/2013;24/09/2013;25531,28;2042,50;638,2819;24/09/2013
922;4;4;260;1554;5;15/09/2013;24/09/2013;278,84;22,31;6,9710;24/09/2013
923;4;4;258;1688;4;15/09/2013;24/09/2013;125,75;10,06;3,1437;24/09/2013
924;4;4;254;1580;5;15/09/2013;24/09/2013;150,79;12,06;3,7698;24/09/2013
925;4;4;257;1496;5;17/09/2013;26/09/2013;2069,27;165,54;51,7317;26/09/2013
926;4;4;261;1494;2;17/09/2013;26/09/2013;8847,30;707,78;221,1825;26/09/2013
927;4;4;251;1650;5;17/09/2013;26/09/2013;171,08;13,69;4,2769;26/09/2013
928;4;4;253;1654;4;17/09/2013;26/09/2013;20397,30;1631,78;509,9325;26/09/2013
929;4;4;252;1664;3;18/09/2013;27/09/2013;14628,08;1170,25;365,7019;27/09/2013
930;4;4;256;1678;3;18/09/2013;27/09/2013;58685,55;4694,84;1467,1388;27/09/2013
931;4;4;259;1616;5;18/09/2013;27/09/2013;532,29;42,58;13,3072;27/09/2013
932;4;4;260;1492;5;18/09/2013;27/09/2013;272,76;21,82;6,8190;27/09/2013
933;4;4;258;1602;5;18/09/2013;27/09/2013;1796,04;143,68;44,9009;27/09/2013
934;4;4;254;1540;5;18/09/2013;27/09/2013;279,78;22,38;6,9946;27/09/2013
935;4;4;257;1628;5;18/09/2013;27/09/2013;34644,23;2771,54;866,1056;27/09/2013
936;4;4;261;1604;4;18/09/2013;27/09/2013;1839,51;147,16;45,9876;27/09/2013
937;4;4;251;1690;5;18/09/2013;27/09/2013;146,29;11,70;3,6572;27/09/2013
938;4;4;253;1566;5;18/09/2013;27/09/2013;102,56;8,21;2,5641;27/09/2013
939;4;4;255;1698;5;18/09/2013;27/09/2013;150,79;12,06;3,7698;27/09/2013
940;4;4;252;1560;5;18/09/2013;27/09/2013;13669,43;1093,55;341,7356;27/09/2013
941;4;4;259;1692;5;18/09/2013;27/09/2013;13458,69;1076,70;336,4673;27/09/2013
942;4;4;260;1696;2;18/09/2013;27/09/2013;28343,70;2267,50;708,5925;27/09/2013
943;4;4;258;1504;1;18/09/2013;27/09/2013;551,88;44,15;13,7970;27/09/2013
944;4;3;250;1544;1;18/09/2013;27/09/2013;3811,50;304,92;95,2875;27/09/2013
945;4;4;257;1530;2;20/09/2013;29/09/2013;28072,28;2245,78;701,8069;29/09/2013
946;4;4;261;1508;1;20/09/2013;29/09/2013;37312,28;2984,98;932,8069;29/09/2013
947;4;4;251;1694;1;20/09/2013;29/09/2013;3407,25;272,58;85,1813;29/09/2013
948;4;4;253;1624;2;20/09/2013;29/09/2013;28297,50;2263,80;707,4375;29/09/2013
949;4;4;255;1548;2;22/09/2013;01/10/2013;59,94;4,80;1,4986;01/10/2013
950;4;4;256;1598;4;22/09/2013;01/10/2013;117,43;9,39;2,9358;01/10/2013
951;4;4;259;1658;5;22/09/2013;01/10/2013;43878,45;3510,28;1096,9613;01/10/2013
952;4;4;260;1536;5;22/09/2013;01/10/2013;142,63;11,41;3,5658;01/10/2013
953;4;4;258;1568;1;22/09/2013;01/10/2013;12300,75;984,06;307,5188;01/10/2013
954;4;4;254;1648;5;22/09/2013;01/10/2013;142,41;11,39;3,5603;01/10/2013
955;4;4;257;1646;5;22/09/2013;01/10/2013;19236,53;1538,92;480,9131;01/10/2013
956;4;4;261;1672;4;22/09/2013;01/10/2013;50983,94;4078,71;1274,5984;01/10/2013
957;4;4;251;1600;1;22/09/2013;01/10/2013;1276,28;102,10;31,9069;01/10/2013
958;4;4;253;1522;1;22/09/2013;01/10/2013;2003,93;160,31;50,0981;01/10/2013
959;4;4;255;1570;2;22/09/2013;01/10/2013;50860,43;4068,83;1271,5106;01/10/2013
960;4;4;256;1516;1;22/09/2013;01/10/2013;454,86;36,39;11,3715;01/10/2013
961;4;4;259;1506;5;22/09/2013;01/10/2013;43878,45;3510,28;1096,9613;01/10/2013
962;4;4;250;1626;2;22/09/2013;01/10/2013;7132,13;570,57;178,3031;01/10/2013
963;4;4;258;1542;2;22/09/2013;01/10/2013;28343,70;2267,50;708,5925;01/10/2013
964;4;4;254;1610;4;22/09/2013;01/10/2013;22516,73;1801,34;562,9181;01/10/2013
965;4;4;258;1644;1;26/09/2013;05/10/2013;3713,33;297,07;92,8331;05/10/2013
966;4;4;254;1680;5;26/09/2013;05/10/2013;63831,08;5106,49;1595,7769;05/10/2013
967;4;4;257;1584;5;26/09/2013;05/10/2013;16340,31;1307,22;408,5078;05/10/2013
968;4;4;261;1620;5;26/09/2013;05/10/2013;5711,48;456,92;142,7869;05/10/2013
969;4;4;257;1638;5;26/09/2013;05/10/2013;34644,23;2771,54;866,1056;05/10/2013
970;4;4;261;1582;4;26/09/2013;05/10/2013;364,93;29,19;9,1232;05/10/2013
971;5;4;251;1510;5;26/09/2013;05/10/2013;143,04;11,44;3,5760;05/10/2013
972;4;4;253;1526;2;26/09/2013;05/10/2013;28199,33;2255,95;704,9831;05/10/2013
973;4;4;250;1666;4;27/09/2013;06/10/2013;360,05;28,80;9,0011;06/10/2013
974;4;4;253;1592;2;27/09/2013;06/10/2013;97,97;7,84;2,4491;06/10/2013
975;5;4;255;1618;4;27/09/2013;06/10/2013;114,47;9,16;2,8618;06/10/2013
976;4;4;256;1612;4;27/09/2013;06/10/2013;132,65;10,61;3,3162;06/10/2013
977;4;4;255;1644;1;29/09/2013;08/10/2013;3713,33;297,07;92,8331;08/10/2013
978;4;4;256;1680;5;29/09/2013;08/10/2013;63831,08;5106,49;1595,7769;08/10/2013
979;4;4;259;1584;5;29/09/2013;08/10/2013;16340,31;1307,22;408,5078;08/10/2013
980;4;4;260;1620;5;29/09/2013;08/10/2013;5711,48;456,92;142,7869;08/10/2013
981;4;4;250;1666;4;29/09/2013;08/10/2013;235,90;18,87;5,8976;08/10/2013
982;4;4;254;1592;2;29/09/2013;08/10/2013;97,97;7,84;2,4491;08/10/2013
983;4;4;257;1618;4;29/09/2013;08/10/2013;114,47;9,16;2,8618;08/10/2013
984;4;3;261;1612;4;29/09/2013;08/10/2013;132,65;10,61;3,3162;08/10/2013
985;4;4;251;1586;5;29/09/2013;08/10/2013;43878,45;3510,28;1096,9613;08/10/2013
986;4;4;253;1500;1;29/09/2013;08/10/2013;418,95;33,52;10,4738;08/10/2013
987;4;4;255;1656;4;29/09/2013;08/10/2013;402,73;32,22;10,0682;08/10/2013
988;4;4;256;1572;1;29/09/2013;08/10/2013;461,79;36,94;11,5448;08/10/2013
989;4;4;259;1562;4;29/09/2013;08/10/2013;592,80;47,42;14,8200;08/10/2013
990;4;4;260;1662;2;29/09/2013;08/10/2013;37,08;2,97;0,9269;08/10/2013
991;4;4;258;1682;4;29/09/2013;08/10/2013;21558,08;1724,65;538,9519;08/10/2013
992;4;4;254;1686;4;29/09/2013;08/10/2013;260,16;20,81;6,5040;08/10/2013
993;4;4;257;1684;4;30/09/2013;09/10/2013;45172,05;3613,76;1129,3013;09/10/2013
994;4;3;261;1534;4;30/09/2013;09/10/2013;254,58;20,37;6,3646;09/10/2013
995;4;4;251;1614;4;30/09/2013;09/10/2013;390,60;31,25;9,7650;09/10/2013
996;4;4;253;1588;5;30/09/2013;09/10/2013;40471,20;3237,70;1011,7800;09/10/2013
997;4;4;255;1622;4;06/10/2013;15/10/2013;389,66;31,17;9,7414;15/10/2013
998;4;4;256;1632;5;06/10/2013;15/10/2013;62092,80;4967,42;1552,3200;15/10/2013
